Event ID,Event Date,Brief Description,What happened,Event Location,Latitude,Longitude,NZ Region,Where Happened,Sector,Number of Injured Persons,Vessel Type,Safety System,Country Flag,Gross Tonnage,Length Overall,Year of Build
EVT-106,20/10/2018,"As the anchor was retrieved, the vessel took water through anchor well and foundered. Vessel flipped/capsized and two people were retrieved and returned safely to shore.",Capsize,"North of Collingwood, Tasman Bay",-40.612333,172.702,Tasman,Inshore,Domestic Commercial,0,Other fishing vessel,MOSS,New Zealand,NULL,5.6,2018
EVT-112,20/10/2018,"A boat was towed back to port after it was reported drifting near Bluff. There were three passengers on board who contacted police to say they could not get their boat started. They were all wearing life jackets, no injuries or damage occurred.",Propulsion failure,Bluff,-46.599083,168.353703,Southland,Coastal,Recreational,0,Pleasure craft,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-113,20/10/2018,A boat was spotted by kayakers that was capsized and aground on rocks at Cable Bay. The two passengers called police sometime later to advise that they had had an accident in their boat but had self-rescued and were safe and well.,Capsize,"Cable Bay, Nelson",-41.156167,173.405667,Nelson,Coastal,Recreational,0,Dinghy,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-117,20/10/2018,"A vessel capsized when crossing the bar, all members on board were rescued by a passing fishing boat. ",Capsize,Port Waikato River Bar,-37.362367,174.682794,Waikato,River/harbour bar,Recreational,0,Power Boat,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-130,20/10/2018,"A fuel leak was detected, the repair was not satisfactory so a call for tow was made. The auto bilge pump was disconnected. At the wharf the bilge water was removed and a fuel filter was refit. ",Equipment failure,10 Miles NNE of Pauanui,-36.907267,176.010021,Waikato,Inshore,Domestic Commercial,0,Charter fishing vessel,MOSS,New Zealand,20.29,11.98,1964
EVT-110,21/10/2018,Fatal recreational boating accident.,Person Overboard,"Frankton Marina, Queenstown",-45.019007,168.715937,Otago,Marina/boat ramp,Recreational,0,Power Boat,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-116,21/10/2018,Vessel had a loss of propulsion due to blown hydraulic hose on transmission. The anchor was deployed and a tow was arranged back to Port. Oil in bilge was contained and cleaned and removed from vessel.,Propulsion failure,Firth of Thames,-37.091961,175.399084,Waikato,Inshore,Domestic Commercial,0,Charter fishing vessel,MOSS,New Zealand,NULL,10.66,1988
EVT-103,22/10/2018,"Logs were dropped while at berth, they were dropped seaside. The scene was not frozen as they fell away from all personnel. ",Log Handling,"Port of Tauranga, Berth 8",-37.654987,176.181285,Bay of Plenty,At berth,International Commercial,0,Bulk carrier,ISM,Panama,22314,176.5,2015
EVT-104,22/10/2018,"Logs dropped into the sea, the scene was not frozen as all personnel were in their safe zones. ",Log Handling,Port of Tauranga Berth 9,-37.657292,176.181027,Bay of Plenty,At berth,International Commercial,0,Bulk carrier,ISM,Panama,22314,176.5,2015
EVT-111,22/10/2018,A vessel with five passengers on board broke down. Assistance was required and the vessel was towed back to shore.,Propulsion failure,"Coastal off Kawhia Harbour, Waikato",-38.070167,173.965,NULL,Coastal,Recreational,0,Power Boat,Pleasure - No System,New Zealand,NULL,8.5,NULL
EVT-114,22/10/2018,"Jetboat engine stopped during testing, the skipper threw the bowline to their colleague who was following behind and the vessel was towed back to shore. ",Propulsion failure,"Buller Gorge Swing Bridge, Tasman",-41.767999,172.19238,Tasman,River,Domestic Commercial,0,Jetboat,MOSS,New Zealand,NULL,6.4,2016
EVT-307,23/10/2018,"Allegation from boatie that while queued at a boat ramp, their boat was deliberately rammed by another vessel driven by an abusive skipper.",Collision,Kawakawa Bay Boat Club's Boat Ramp,-36.939687,175.175424,Auckland,Marina/boat ramp,Recreational,0,Power Boat,Pleasure - No System,New Zealand,NULL,6,NULL
EVT-115,24/10/2018,"The vessels main engine failed to start off berth. After two failed attempts, emergency controls were used and the engine worked. Loss of air occurred, no indication of the reason of failure was found. ",Propulsion failure,Port of Napier,-39.4754,176.9176,Hawke's Bay,At berth,International Commercial,0,Container ship,ISM,Denmark,34202,237.36,2003
EVT-120,24/10/2018,A vessel was observed powering through an area full of feeding marine animals to get to their next work spot. ,Near miss/close quarters,Takatu Point,-36.362079,174.869385,Auckland,Inshore,Recreational,0,Power Boat,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-180,24/10/2018,"Vessel lost situational awareness in thick fog, resulting in a grounding. ",Grounding,"Harrington Point, Otago Harbour",-45.787351,170.721109,Otago,In harbour,Domestic Commercial,0,Pilot vessel,MOSS,New Zealand,NULL,13.63,2008
EVT-121,25/10/2018,"The pilot ladder was not compliant, it was joined together under the bottom thread. ",Pilot Ladder Standards,"CentrePort, Wellington",-41.272369,174.78859,Wellington,At berth,International Commercial,0,Tanker,ISM,New Zealand,29735,183,2016
EVT-122,25/10/2018,Logs dropped port side of vessel to the water. No personnel were close and the scene was not frozen. ,Log Handling,"Port of Napier, Berth 1",-39.472452,176.920003,Hawke's Bay,At berth,International Commercial,0,Bulk carrier,ISM,Panama,21514,179.96,2014
EVT-124,26/10/2018,Skipper saw smoke coming from the engine room vent. They stopped the vessel and saw a small fire in the engine room. They extinguished the fire and called for assistance. The vessel was towed to berth. ,Fire,"Northwest of Silo Park Marine, Auckland",-36.838744,174.752639,Auckland,In harbour,Domestic Commercial,0,Tugboat,MOSS,New Zealand,24.74,12.89,1970
EVT-126,26/10/2018,"A log fell from deck one from the ship onto the wharf. No personnel were in the area, no damage or harm occurred. ",Log Handling,Port of Gisborne,-38.67524,178.022453,Gisborne,At berth,International Commercial,0,Bulk carrier,ISM,Bahamas,23750,183,2015
EVT-127,26/10/2018,"Crane driver was pulling wires out of a heave placed in the well side. While pulling the wires, one caught on a stanchion, lifting the heave up at one end. Three logs slid off the heave and fell over the side of the vessel into the water.",Log Handling,Gisborne Berth,-38.674071,178.025033,Gisborne,At berth,International Commercial,0,Bulk carrier,ISM,Bahamas,23750,183,2015
EVT-123,27/10/2018,The vessel touched ground on the Reef which caused damage to the propellers and the vessel to ground. All passengers were transferred to other vessels. The vessel was re-floated on the tide and was towed to port.,Grounding,"Brampton Reef, Oneroa",-35.242664,174.090142,Northland,Inshore,Domestic Commercial,0,Passenger Ferry,MOSS,New Zealand,NULL,23.38,NULL
EVT-125,27/10/2018,"A pot had become stuck on a break, upon beginning to haul the pot a large wave began to form so the skipper released the pot and turned to head for safer waters. The surge sucked out and the boat struck a rock causing major damage.",Hit submerged object,"Waitangi Harbour, Chatham Islands",-43.946966,-176.559507,Chatham Islands,Inshore,Domestic Commercial,0,Cray/Rock Lobster vessel,MOSS,New Zealand,NULL,5.9,1979
EVT-135,27/10/2018,"Vessel was T boned on its starboard by a yacht and sustained a large hole to its hull. Vessel started taking on water, the engine cut out and vessel was towed back.",Collision,Careys Bay,-45.806997,170.629534,Otago,In harbour,Recreational,0,Yacht,Pleasure - No System,New Zealand,NULL,6.7,NULL
EVT-135,27/10/2018,"Vessel was T boned on its starboard by a yacht and sustained a large hole to its hull. Vessel started taking on water, the engine cut out and vessel was towed back.",Collision,Careys Bay,-45.806997,170.629534,Otago,In harbour,Recreational,0,Yacht,Pleasure - No System,New Zealand,NULL,7.8,NULL
EVT-137,27/10/2018,A log was dropped into the tide. A crew member was dispatched to locate and retrieve the log. Boat ramp security were informed incase any vessels were heading in the direction of the log. ,Log Handling,"NorthPort, Marsden Point",-35.832539,174.488188,Northland,At berth,International Commercial,0,Bulk carrier,ISM,Marshall Islands,23216,179.97,2014
EVT-155,27/10/2018,"The locknut on the turnbuckle on the steering chain was found to be loose, and the chain had jumped several links. This caused the turnbuckle to jam against the top steering pinion.",Steering gear failure,Sandspit Marina Fairway,-36.390952,174.72512,Auckland,Marina/boat ramp,Domestic Commercial,0,Hire and drive charter vessel,MOSS,New Zealand,NULL,9.45,2005
EVT-128,28/10/2018,A log slipped off the deck onto the protective rubber barriers between the wharf and vessel.,Log Handling,Marsden Point,-35.831269,174.484368,Northland,At berth,International Commercial,0,Bulk carrier,ISM,Singapore,19885,177,2007
EVT-132,28/10/2018,"Coastguard were called to assist a vessel which had not returned. They were located and taken under tow, large waves hit both vessels capsizing the vessel under tow, putting both crew in the water. The tow line was cut free, and they were rescued. ",Capsize,"Mackay Bluff, Tasman Bay",-41.171117,173.362833,Nelson,Inshore,Domestic Commercial,0,Patrol boat,MOSS,New Zealand,NULL,8.5,2002
EVT-136,28/10/2018,The combination ladder had a hole in the platform and ladder and man ropes hung under the platform.,Pilot Ladder Standards,Port of Wellington,-41.274933,174.789062,Wellington,At berth,International Commercial,0,Container ship,ISM,Marshall Islands,40855,228,2013
EVT-139,28/10/2018,Smoke was observed from the engine room vents by crew and the alarm sounded in the wheelhouse. A small fire in the 240volt wiring was put out with a fire extinguisher. The system was isolated and the vessel went back to wharf.,Fire,Milford Sound,-44.641987,167.899,Southland,Inshore,Domestic Commercial,0,Charter passenger vessel,MOSS,New Zealand,64.97,20.91,1979
EVT-131,29/10/2018,"Main engine No.3 which was supplying all the ship's power via the port shaft generator malfunctioned. The breaker for the port shaft generator supplying the main switchboard opened, causing momentarily brown out. Steerage was interrupted momentarily.",Propulsion failure,Outside Picton Harbour,-41.256918,174.024466,Marlborough,Inshore,Domestic Commercial,0,Ro-Ro Passenger ship,ISM,New Zealand,22365,181.6,1995
EVT-133,29/10/2018,A log fell into the water while the vessel was being loaded.,Log Handling,"Port of Tauranga, Berth 9",-37.657088,176.181103,Bay of Plenty,At berth,International Commercial,0,Bulk carrier,ISM,Singapore,22402,179.9,2011
EVT-149,29/10/2018,Vessel was observed discharging brownish coloured liquid from its portside aft quarter.,Chemical or harmful substance spill,"Southport, Bluff Port",-46.588744,168.342287,Southland,In harbour,International Commercial,0,Yacht,ISM,Netherlands,855,61.34,2011
EVT-134,30/10/2018,A log fell in to the water during log loading.,Log Handling,"Port of Tauranga, Berth 9",-37.657244,176.181118,Bay of Plenty,At berth,International Commercial,0,Bulk carrier,ISM,Singapore,22402,179.9,2011
EVT-143,30/10/2018,"While commencing lift from trailer, a log slipped out of heave onto the wharf. All personal situated in safety zone approximately 20 metres away. The scene was frozen.",Log Handling,Port of Gisborne,-38.67493,178.022958,Gisborne,At berth,International Commercial,0,Bulk carrier,ISM,Singapore,20809,179.9,2009
EVT-145,30/10/2018,Vessel hit rocks and took on water with one passenger on board. A mayday call was made and another vessel soon responded and towed the boat to safety.,Hit submerged object,"Paroa Bay, Bay of Islands",-35.266667,174.166667,Northland,Inshore,Recreational,0,Power Boat,Pleasure - No System,New Zealand,NULL,NULL,NULL
EVT-138,31/10/2018," One log fell from a crane and onto the wharf. No one was injured, and the scene was frozen.",Log Handling,"CentrePort, Wellington",-41.277159,174.789512,Wellington,At berth,International Commercial,0,Bulk carrier,ISM,Thailand,22402,179.9,2009
EVT-140,31/10/2018,"Passenger fainted as they were getting out of bed, falling to the floor and sustaining bilateral broken ankles.",Injury,Approaching Milford Sound,-44.557235,167.786737,Southland,Inshore,International Commercial,1,Cruise ship,ISM,Bermuda,77441,261,1998
EVT-142,31/10/2018,"While preparing the gangway before ship departure, a crew member lost their balance and fell 2.5 metres from the gangway to the wharf. Emergency services were called and the injured party went to hospital with cuts, bruises and pain in their knee.",Injury,Port of Napier,-39.475541,176.918383,Hawke's Bay,At berth,International Commercial,1,Container ship,ISM,Marshall Islands,39906,260.7,2008
EVT-141,1/11/2018,"A passenger fell over by accident, fracturing their left hip.",Injury,Port Chalmers,-45.810868,170.627562,Otago,At berth,International Commercial,1,Cruise ship,ISM,Bermuda,77441,261,1998
EVT-156,1/11/2018,A log slipped of the ships deck back onto the wharf whilst another load was being slung on. No one was in close proximity and no one was injured or hurt. The operation was frozen.,Log Handling,Port of Napier,-39.475416,176.920304,Hawke's Bay,At berth,International Commercial,0,Bulk carrier,ISM,Singapore,20809,179.9,2009
EVT-157,1/11/2018,"The ECDIS displays on the vessel were in error when the vessel was moving. The position on the ECDIS was lagging behind the visual and radar positions, the lag increased as speed increased.",Equipment failure,Port of Tauranga,-37.648749,176.176818,Bay of Plenty,In harbour,International Commercial,0,Bulk carrier,ISM,Singapore,22402,179.9,2011
EVT-158,1/11/2018,"The vessels mainsail had broken, along with their Jib and one engine. Their second engine was operating at 50% power, but was unstable. The vessel requested a tow back to shore. The police assisted with a tow back.",Propulsion failure,Towed to Great Mercury Island,-36.419333,175.830667,Waikato,Inshore,Recreational,0,Yacht,Pleasure - No System,New Zealand,NULL,13.7,NULL
